precio_alquiler,expensas,direccion,superficie,ambientes,habitaciones,banos,descripcion,url,scraped_at,pagina,moneda_original,precio_alquiler_original,barrio,precio_por_m2,costo_total,categoria_tamano
400000,130000.0,Av Directorio 2300,43.0,2,1.0,1.0,"Hermoso departamento de 2 ambientes en alquiler en la mejor zona de Flores, A pasos de la plaza misericordia. Al contrafrente con balcón y una hermosa vista verde. Cuenta con hall de ingreso, cómodo living comedor. Cocina independiente. Baño completo, Dormitorio con placard. Balcón. Requisitos: ingresos en blanco + gtia prop caba O seguro. alquila lider propiedades",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-departamento-2-ambientes-flores-balcon-plaza-55934765.html,2025-05-28 02:09:48.110130,4,ARS,400000,Flores,9302.32558139535,530000.0,Pequeño
750000,230000.0,AV. GAONA 2900,64.0,3,2.0,1.0,"Amplio departamento de 3 ambientes al frente con balcón. living comedor - piso entablonado. – con salida al balcon – persiana - calefaccion por radiadores- excelente luminosidad. balcon - con proteccion. cocina independiente- piso de ceramico - muebles completos bajo Y sobre mesada – bacha de acero –doble ventana A la calle- luz Y ventilación natural – sector lavadero- conexión para lavarropas – pileta de lavado -piso de ceramico. toillette de recepcion- piso ceramico. hall de distribución. dormitorio principal al frente - piso entablonado –ventanal con persiana -doble placard con baulera – radiador. dormitorio – piso entablonado – placard con baulera – radiador. calefacción por radiadores en todos los ambientes. baño completo con bañera. apto para personas de movilidad reducida. sin mascotas. hay encargado. terraza Y patio en comun. requisitos. mes de depósito. mes de adelanto. garantía de caba/ seguro de caucion. demostración de ingresos. gastos de informes. actualización cuatrimestral por ipc – contrato 2 años. observaciones: Las medidas indicadas son aproximadas y al solo efecto orientativo. Las reales surgirán del título de propiedad respectivo. La publicación de este inmueble es a solo título informativo, pues la venta de la propiedad está supeditada a que el propietario cumplimente el trámite ante la afip para la obtención del Número de coti correspondiente. Cucicba Nº 2193",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-amplio-departamento-de-3-ambientes-al-frente-con-55610392.html,2025-05-28 02:09:51.363159,4,ARS,750000,Flores,11718.75,980000.0,Mediano
1900000,1.0,Avenida Nazca 600,197.0,5,3.0,4.0,"Corredor Responsable: Monica Alejandra Mazza cucicba 5609 / Ezequiel Luceti cmcpsi 6635- Contacto: Betina Cohen. Increíble departamento a Estrenar en Flores Apto Vivienda y Profesional. Esta unidad cuenta con: -3 Dormitorios en suite. -Gran living comedor y toilette de recepción. -Balcón aterrazado. -Cocina completa con comedor diario. 2 Hornos completos domec. -Lavadero Independiente. -Dependencias de servicio. Equipos de Aire Split frio-calor. Pisos de Porcelanato. cochera Y baulera. Edificio: -sum. -Parrillas. -Ascensor de Shabat. -Portero eléctrico inteligente, apto para Shabat. Consúltanos por otras unidades de 2, 3 y 4 ambientes con dependencias. Requisitos para Alquiler: -1 mes de deposito de garantía. -Garantía de caución. consultar por otras unidades. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble no es accesible para personas con discapacidades físicas.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler4-amb-con-dep-a-estr-flores-cochera-baul-56139808.html,2025-05-28 02:09:56.323429,4,USD,1900,Flores,9644.67005076142,1900001.0,Muy grande
680000,140000.0,Alberdi al 3000 6°,52.0,2,1.0,1.0,"Departamento 3 ambientes en alquiler con balcón al contrafrente La unidad posee una distribución funcional: en un amplio living comedor con salida al balcón, una cocina semi integrada a gas, un baño completo y dos dormitorios con placard sin interior. Algo para destacar es su excelente luminosidad y ventilación, contando con ventanas en todos sus ambientes. Incluye aire acondicionado y campana de cocina. Sus vidrios son dobles y anti-ruido. El edifcio dispone de una terraza semi-cubierta muy amplia con dos parrillas, ideal para eventos. Expensas: 140. 000No apto mascotas.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-2-ambientes-con-balcon-en-alquiler-56171452.html,2025-05-28 02:10:00.841595,4,ARS,680000,Flores,13076.923076923076,820000.0,Mediano
400000,110000.0,Hidalgo al 300,38.0,2,1.0,1.0,"Departamento 2 Ambientes en Alquiler – Reciclado a Nuevo en Caballito Ubicado en Hidalgo al 300, a solo 150 metros de Av. Acoyte y 300 metros de Av. Rivadavia, este departamento interno en primer piso destaca por su excelente luminosidad y distribución. Totalmente reciclado, con instalaciones eléctricas a nuevo, pisos renovados y pintura recién aplicada. Todo a estrenar por el nuevo inquilino. Cuenta con cocina semi-integrada, living, dormitorio y baño con conexión para lavarropas. Dispone de equipos de Aire Acondicionado en ambos ambientes. El edificio cuenta con 1 ascensor. Transportes cercanos: Colectivos: 2, 5, 8, 15, 25, 26, 36, 42, 49, 53, 55, 65, 84, 85, 86, 88, 92, 96, 103, 104, 119, 132, 135, 136, 141, 163, 172, 180, 181. Subte: Línea A, estación Acoyte. Condiciones: Contrato por 2 añosAjuste trimestral por ipcno se aceptan mascotasUna oportunidad única para vivir en un departamento completamente renovado en una ubicación estratégica. -vremont TreusMatricula cucicba 6830 Corredor Inmobiliario: Matias Treus Peciar. --En el cumplimiento de la ley nacional 25. 028, ley 22. 802 de lealtad comercial. -Ley 24. 240 de defensa al consumidor, las normas del código civil y comercial de la nación y constitucionales. Los agentes no ejercen el corretaje inmobiliario. -Ley 5859 - Art. 4: &quot;Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes&quot;. -Ley 5115 – Art. 1: El inmueble publicado no es accesible para personas con capacidades físicas reducidas. (Salvo que en la descripción figure lo contrario) -Se deja constancia que las medidas, superficies y m2 consignados son aproximados, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-hidalgo-al-300-departamento-de-2-ambientes-recien-56057793.html,2025-05-28 02:10:05.987471,4,ARS,400000,Flores,10526.315789473685,510000.0,Pequeño
600000,148000.0,Departamento en Flores,55.0,2,1.0,1.0,"Se vende o alquila anual departamento ubicado frente a plaza Pueyrredón, Flores. Excelente ubicación y cercanía a línea de subte, a media cuadra de av Rivadavia y a metros de estación de tren- Cuenta con 55 metros cubiertos, tiene un excelente y amplio patio, living/comedor, cocina, lavadero, baño completo con bañera y ducha, y un dormitorio. En el patio tiene un cuarto que puede ser utilizado con diferentes funciones. Acepta una parte financiada. Oportunidad! ! Propiedad comercializada por - rocio vega negocios inmobiliarios-Matrícula -7857- cucicba Matricula 204 - cmgrm Seguinos en Instagram! @rociovega. nila informacion suministrada no es contractual puede contener involuntarios errores.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-flores-56215858.html,2025-05-28 02:10:10.573466,4,ARS,600000,Flores,10909.09090909091,748000.0,Mediano
500000,95000.0,Cnel. Esteban Bonorino al 500,39.0,2,1.0,1.0,"Departamento de 2 ambientes con balcón francés. Alquiler por 1 año. 3 Ascensores. 5 Unidades por planta. Hall de recepción con placard 1. 46x1. 30. Living-comedor 5x3. Cocina office 3. 21x2. 08. Dormitorio con placard 3x2. 88. Baño completo 1. 93x1. 50. Lavadero 1. 80x1. Pisos de Parquet. Revestimiento de paredes: Pintura- Empapelado. Agua Caliente por Calefón (Orbis). Calefacción por Losa radiante. 2 Placards. Expensas: $95. 000- (Mes Marzo 2025). El monto de expensas varía mes a mes y se recomienda consultar la actualización del mismo. El mismo se encuentra disponible, y las condiciones de alquiler son las siguientes: 1) Tener ingresos demostrables por el triple del valor del alquiler, tener estabilidad laboral con antigüedad mínima un año. 2) Contar con una garantía propietaria de familiar directo en el ámbito de C. A. B. A. De inmueble equivalente. En caso de no poder ofrecer garantía propietaria hay compañías de seguros de fianzas que ofrecen garantía para alquileres muy aceptada en el mercado inmobiliario. 3) Para ingresar es necesario pagar por mes por adelantado y dos meses de deposito en dólares. 4) Para el caso de monotributistas, presentar certificación de ingresos, hecho por contador publico nacional. Y la firma del contador deberá estar certificada por el consejo profesional en ciencias económicas. 5) Contrato por 1 año, actualizable cada 3 meses, según el I. P. C. 6) Sin Mascota. 7) Abonar Seguro integral contra siniestro por incendio o destrucción total. Servicios Aysa y A. B. L pago total. 8) El departamento está recién pintado y debe reintegrarse en las mismas condiciones. Si está dentro de lo que usted está buscando, y cumple con todos los requisitos, no dude en contactarse con nosotros. nota: Los m2 y medidas son aproximadas, no teniendo valor contractual, al igual que las imágenes. Valor de expensas sujeto a cambios. Inmueble no accesible a personas con discapacidad física Ley 5115. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría a los inquilinos, que sean personas físicas y con destino viviendas. Comisión máxima para propietarios 4. 15 del valor del contrato. aviso legal: Se hace saber que las características descriptas del inmueble publicado, calidades y cualidades constructivas y funcionales, valores de expensas, impuestos y servicios, y medidas y superficies, son aproximados y consignados en base a datos que fueron proporcionados por el propietario, no tienen valor contractual y que pueden no ser exactos y/o no estar actualizados a la hora de la visualización de este aviso, pudiendo surgir discordancias con los datos que emanen de la documentación respectiva. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del inmueble. Las imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del inmueble en el momento en que han sido tomadas, pudiendo las mismas diferir del estado y circunstancias actuales del mismo. Asimismo, los mobiliarios, accesorios, elementos, y otros, que se visualizan en las imágenes publicadas, no integran la oferta de venta, salvo manifestación explícita, al contrario. En todos los casos el interesado deberá realizar una visita al inmueble y efectuar las verificaciones respectivas previamente a la realización de cualquier operación u oferta requiriendo la documentación que corresponda. Los valores están sujetos a cambios. Inmueble no accesible a personas con discapacidad física Ley 5115.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-por-1-un-ano.-departamento-de-2-ambientes-55770007.html,2025-05-28 02:10:16.225897,4,ARS,500000,Flores,12820.51282051282,595000.0,Pequeño
480000,190000.0,Directorio al 2100,35.0,1,1.0,1.0,"Departamento monoambiente a estrenar A la venta y en alquiler ubicado a metros de la Plaza Misericordia y a dos cuadras de Av. Carabobo. Con accesibilidad a medios de locomoción, zona comercial y de colegios. Edificio de 12 pisos con cuatro unidades por planta de 1 y 2 ambientes. - Parrilla común en terraza- Solárium- Laundry- Piscina en terraza con duchas en exteriorArquitectura• Construcción tradicional. Muros interiores de ladrillo hueco. Muros divisores de departamentos de ladrillo común. • Terminaciones interiores en yeso. • Carpinterías de aluminio anodizado natural, línea Rotonda serie 700 y 640 de Hydro o similar. (Opción: A 30 new) • Sistema de agua sanitaria presurizada en ss• Desagües cloacales y pluviales en polipropileno sanitario marca awaduct o similar. • Distribución agua fría y caliente en termofusión. • Termotanques central para agua caliente sanitaria. • Calefacción aa frio calor• Colocación de aire acondicionado frio - calor y entrega con splits• Instalación de Portero eléctrico tipo comax o similar. • Revestimientos de primera calidad en baños. • Artefactos de baño Ferrum o similar. • Grifería de cocina fv o similar• Grifería de baño fv o similar• Mesada de granito en cocina con bacha de acero inoxidable Mi Pileta o similar. • Mesada de Baños de mármol con bacha cerámica. • Frentes de placard con guías de aluminio anodizado y puertas espejadas o pintadas en blanco si hubiera. • Interiores de placard de melamina. • Puertas interiores. Marcos de chapa bwg n° 18 y hojas placa para pintar. • Puertas exteriores de chapa bwg n° 18 para pintar. • Anafes eléctricos con horno eléctrico. • Piso porcelanato primera calidad en estar - comedor y dormitorios. • Muebles de cocina de diseño contemporáneo. • Ascensor con cabina de acero inoxidable y espejo. • Parrilla común en terraza. • Laundry. • Piscina exterior con Duchas• Solárium. • Previsión grupo electrógeno para Ascensor y Luz de emergencia. (servicios generales) • Hall de acceso en mármol o porcelanato. • Ayudante de portería para personal con retiroaviso legal: Se hace saber que las características descriptas del inmueble publicado, calidades y cualidades constructivas y funcionales, valores de expensas, impuestos y servicios, y medidas y superficies, son aproximados y consignadas en base a datos que fueron proporcionados por el propietario y que pueden no ser exactos y/o no estar actualizados a la hora de la visualización de este aviso, pudiendo surgir discordancias con los datos que surgen de la documentación respectiva. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del inmueble. Las imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del inmueble en el momento en que han sido tomadas, pudiendo las mismas diferir del estado y circunstancias actuales del mismo. Asimismo, los mobiliarios, accesorios, elementos, etc, que se visualicen en las imagines publicadas, no integran la oferta de venta. En todos los casos el interesado deberá realizar una visita al inmueble y efectuar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la afip (pedido de coti). -",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-flores-56228486.html,2025-05-28 02:10:20.013472,4,ARS,480000,Flores,13714.285714285714,670000.0,Pequeño
550000,150000.0,"Boyaca, Avda. 500",43.0,1,0.0,1.0,"Excelente Monoambiente al frente con balcón, cocina americana, baño completo. Edificio poca antigüedad, moderno y funcional. Amenities: sum, Solarium con deck, Laundry y Espacio para gimnasio. Está ubicado a una cuadra de Avda Avellaneda, con gran cantidad de lineas de transportes, próximo a Avda Rivadavia, linea de subte A estación Carabobo, zona comercial. Se alquila por el plazo de 1 año pida tasación: Efectuada por profesionales, que analizan permanentemente el desenvolvimiento del mercado. Confíe su patrimonio en una empresa sólida con respaldo y prestigio. Confíe en el Líder. Goldstein propiedades. Se deja constancia que los m2 son aproximados, al igual que las medidas parciales y el valor consignado de las expensas mensuales (en caso que corresponda pago de expensas) y las características están sujetos a verificación y/o ajustes, el precio del inmueble puede ser modificado sin previo aviso. En el caso de tratarse de un inmueble en construcción los detalles de terminación y la fecha de entrega están sujetos a revisión. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Goldstein Propiedades srl con domicilio en Avda. Corrientes 4666 actúa solamente en carácter de comercializadora de los inmuebles ofrecidos. En caso de tratarse de un terreno, la información de m2 construibles y plusvalía es orientativa, debiendo ser constatada por el interesado. Inmueble no accesible para personas con discapacidad física ley 5115. Cucicba matrícula 37. Cmcpsi matrícula 6003. Únicamente en el caso de tratarse de alquiler de vivienda familiar, rige lo indicado en la ley 5859. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la afip (pedido de coti).",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-flores-56168791.html,2025-05-28 02:10:22.371202,4,ARS,550000,Flores,12790.697674418605,700000.0,Pequeño
600000,82000.0,Crisóstomo Álvarez 2700,59.0,3,2.0,1.0,"Corredor Responsable: Silvana Inés Palini cpi 8862 / cmcpm 2955- Contacto: Cristina Cardozo. ¡Tu Nuevo Hogar te Espera en el Corazón de Flores! Oportunidad Única de Alquiler: Luminoso Departamento de 3 Ambientes con Balcón Envidable. listo para mudarte en julio 2025. expensas mayo $ 82. 000. - Requisitos Sencillos para Tu Alquiler: Para que el proceso sea lo más fluido posible, te detallamos los requisitos: *Mes de Ingreso $ 600. 000. - *Mes de Depósito $ 600. 000. - *Seguro de Caución: Tenés la flexibilidad de elegir entre Finaer, Garantía Ya o Garantor. *Comisión Inmobiliaria $ 600. 000. - *Contrato 2 años vivienda. ¡Precalificate Online con finaer! Sabemos que tu tiempo es valioso. Por eso, te invitamos a precalificarte de manera rápida y sencilla con finaer, directamente desde este link:. ar/calculadora. ¿Cumples con los requisitos? ¡Entonces no esperes más para visitar tu futuro hogar! Ubicación Estratégica y Conectividad Inigualable: Imagina vivir en el vibrante barrio de Flores, en la tranquila calle Crisóstomo Álvarez 2784, entre las encantadoras calles Culpina y Castañon. ¡Te presentamos la oportunidad que estabas esperando! Este impecable departamento de 3 ambientes y 59 metros cuadrados te ofrece la combinación perfecta de comodidad, luminosidad y una ubicación privilegiada en la Torre 5. Disfruta de un Espacio Pensado para Vos: Desde el momento en que cruces el umbral, te recibirán: Un práctico hall central de distribución que organiza inteligentemente los espacios. A tu izquierda, una cocina completa y funcional, integrada a un cómodo lavadero, ideal para tu día a día. Un amplio y acogedor living comedor con cálidos pisos de madera y una excelente iluminación natural. Sus grandes ventanales se abren a un balcón con cerramientos de aluminio, ¡un verdadero oasis! Imagina disfrutarlo como un patio adicional o un jardín de invierno privado para tus momentos de relax. Un hall íntimo que te conduce a dos dormitorios cómodos y luminosos, ambos equipados con placares y encantadores pisos de madera parquet, ofreciéndote el descanso que mereces. Un baño completo con bañera enlozada y sanitarios en impecables condiciones. Beneficios Adicionales que Hacen la Diferencia: Piso 12: Disfruta de vistas despejadas y una mayor tranquilidad. Edificio con 2 Ascensores: Olvídate de las esperas y accede a tu hogar con facilidad. Portero Permanente: Seguridad y asistencia para tu comodidad. Expensas Accesibles: En mayo de 2025, las expensas son de tan solo $ 82. 000. Todo lo que Necesitas a tu Alcance: Este departamento goza de una ubicación estratégica rodeada de importantes instituciones y vías de acceso: Salud: A pocos minutos del reconocido Hospital Piñero. Educación: Cercanía a prestigiosos colegios como el Parroquial Santa Clara y el Armenio, además de diversas escuelas estatales. Conectividad: A metros de las avenidas Zubiria, Lafuente y Varela, facilitando tus traslados. Transporte Público: Amplia oferta de colectivos y acceso rápido a la red de subtes para moverte por toda la ciudad. ¡No Dejes Pasar Esta Oportunidad Única! Este departamento lo tiene todo: ubicación privilegiada, comodidad, luminosidad y un precio atractivo. ¡Es el lugar perfecto para crear nuevos recuerdos! ¿Listo para dar el siguiente paso? ¡Llámanos ahora o envíanos un mensaje para coordinar una visita y no perder esta increíble oportunidad! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble es accesible para personas con discapacidades físicas.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-dpto-3-amb.-alquiler-flores-2-dorm.-59-m-56325542.html,2025-05-28 02:10:25.774157,4,ARS,600000,Flores,10169.49152542373,682000.0,Mediano
1250000,1.0,Avenida Nazca 600,98.0,3,2.0,2.0,"Corredor Responsable: Monica Alejandra Mazza cucicba 5609 / Ezequiel Luceti cmcpsi 6635- Contacto: Betina Cohen. Departamento en pleno corazón del barrio de flores. Distribución. Amplio living comedor con balcon. Toilette de Recepción. Cocina integrada. Lavadero separado. Dormitorio principal en suite. Segundo dormitorio en suite. Edificio con grandes terminaciones. Cocheras optativas. Ascensor de Shabat. Pisos de Porcelanato. Cocinas Domec. Equipos de Aire Split frio-calor. Grandes ventanales. En el ultimo piso parrillas y Sum. consultar por cocheras. consultar por departamentos de 2, 3, y 4 amb con dependencias. Requisitos para Alquiler. un mes de deposito de Garantía. Garantía de caución. consultar por otras unidades. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble no es accesible para personas con discapacidades físicas.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler3-amb-con-amenities-flores-a-estrenar-coch-56139807.html,2025-05-28 02:10:31.315476,4,USD,1250,Flores,12755.102040816326,1250001.0,Grande
450000,97000.0,Felipe Vallese 2900,32.0,2,1.0,1.0,"Corredor Responsable: Hernan Perrone cucicba 2792 / mgr 170- Contacto: Silvia Beatriz Fandiño. El equipo de remax te presenta este departamento de 2 ambientes en alquiler ubicado en Felipe Vallese, entre Av. Nazca y Argerich. * requisitos * - 1 Mes de depósito. - Mes en curso. - seguro de causión (solo garantía ya) - Ingresos demostrables que tripliquen el valor del alquiler actual. Contrato a 24 meses con ajuste Trimestral según ipc (Índice de precios al consumidor) Características de la unidad: Living comedor con balcón francés. Dormitorio con ventana, pisos de parquet y placard y equipo de Aire Acondicionado. Baño completo con bañera. Cocina con horno y anafes a gas, y calefón. Espacio para heladera y conexión para lavarropas. Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. El inmueble no es accesible para personas con discapacidades físicas.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-deptartamento-de-2-ambientes-en-alquiler-en-flores-56330161.html,2025-05-28 02:10:37.426896,4,ARS,450000,Flores,14062.5,547000.0,Pequeño
450000,110000.0,Cuenca 1089,32.0,1,0.0,1.0,"* cuenca entre av. Juan B. Justo Y luis viale*Excelente ubicación a pasos de la Av. Juan b justo con fácil acceso a múltiples líneas de colectivos y al metrobús. ** Abl -luz- agua incluida en el precio de expensas ** Excelente monoambiente cuenta con: - Cocina moderna e integrada con amplio espacio de guardado, anafe vitroceramico y horno eléctrico - Conexión para lavarropas bajo mesada- Amplio ambiente salida al balcón con vista al frente- Baño moderno con artefactos de gran calidad- dvh Doble vidrio en los ventanales (acústica y temperatura) - Preinstalación para A/aedificio con terminaciones Y diseño de categoría! Cuenta con terraza Y parrilla de uso comun!! disponible!!",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-excelente-monoambiente-muy-luminoso-flores-56124464.html,2025-05-28 02:10:43.011148,4,ARS,450000,Flores,14062.5,560000.0,Pequeño
